,Id,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
569,571,90,3,13101,1,0,3,0,4,0,12,2,2,2,2,5,5,1965,1965,1,0,6,6,1,108,3,4,1,3,3,3,3,231,5,0,1497,1728,1,4,1,4,0,0,1728,0,0,2,0,6,2,3,6,0,5,2,2,4,4,2,0,0,0,0,0,0,0,11,2008,8,4,11.86779879
570,572,20,3,7332,1,3,3,0,4,0,12,2,2,0,2,6,6,1959,1959,1,0,14,15,1,207,3,4,1,3,3,3,1,414,5,0,450,864,1,0,1,4,0,0,864,1,0,1,0,2,1,2,6,0,1,2,1,4,4,2,168,0,0,0,0,0,0,10,2006,8,0,11.69524702
571,573,60,3,13159,1,0,1,0,0,0,23,2,2,0,5,7,5,2009,2009,1,0,12,13,2,0,3,4,2,0,3,0,5,0,5,0,846,846,1,2,1,4,846,0,1692,0,0,2,1,3,1,2,6,0,1,1,2,4,4,2,208,114,0,0,0,0,0,7,2009,6,5,12.32163099
572,574,80,3,9967,1,0,3,0,4,0,8,2,2,0,7,7,5,2000,2000,1,0,12,13,2,0,3,4,2,2,3,3,5,0,5,0,384,384,1,0,1,4,656,0,1430,0,0,2,1,3,1,3,6,1,3,1,2,4,4,2,100,0,0,0,0,0,0,12,2007,8,4,12.04355372
573,575,80,3,10500,1,3,3,0,2,0,12,2,2,0,7,5,7,1971,2005,2,0,8,1,1,82,3,4,1,3,3,0,0,349,5,0,23,372,1,4,1,4,533,0,1109,0,1,1,0,3,1,3,6,0,3,2,1,4,4,2,35,0,0,0,0,0,0,12,2007,8,4,11.84222921
574,576,50,3,8480,1,3,3,0,4,0,12,2,2,0,0,5,5,1947,1950,1,0,8,8,2,0,3,4,1,3,3,3,4,442,5,0,390,832,1,4,1,4,384,0,1216,0,0,1,0,2,1,3,6,0,5,2,1,4,4,2,158,0,102,0,0,0,0,10,2008,0,0,11.68266824
575,577,50,3,6292,1,3,3,0,4,0,18,2,2,0,0,7,7,1928,1950,1,0,13,14,2,0,3,4,0,3,3,3,5,0,5,0,861,861,1,2,1,4,600,0,1477,0,1,2,0,3,1,3,6,1,5,2,1,4,4,2,0,50,0,0,0,0,0,8,2009,8,4,11.88448902
576,578,80,3,11777,1,0,3,0,4,0,19,2,2,0,7,5,6,1966,1966,1,0,12,13,1,97,3,4,1,3,3,0,3,328,0,551,285,1164,1,0,1,4,0,0,1320,1,0,1,0,3,1,3,6,2,1,1,2,4,4,2,160,68,240,0,0,0,0,5,2006,8,0,12.01066585
577,579,160,1,3604,1,3,3,0,0,0,21,2,2,4,5,7,5,2007,2007,1,0,12,13,2,0,2,4,2,2,3,3,5,0,5,0,689,689,1,0,1,4,689,0,1392,0,0,2,0,2,1,2,6,0,5,2,2,4,4,2,0,102,0,0,0,0,0,2,2008,8,0,11.8913619
578,580,50,4,12150,1,3,3,0,4,0,17,2,2,0,0,5,5,1954,1954,1,0,8,8,1,335,3,4,0,3,3,3,5,0,5,0,1050,1050,1,0,0,1,745,0,1795,0,0,2,0,4,1,3,6,0,1,2,1,1,4,2,0,0,0,0,0,0,0,11,2008,8,4,11.78676213
579,581,20,3,14585,1,0,3,0,1,0,12,2,2,0,2,6,6,1960,1987,1,0,13,14,1,85,3,4,1,3,3,3,1,594,4,219,331,1144,1,0,1,4,0,0,1429,0,1,1,0,3,1,2,6,2,1,2,2,4,4,2,216,110,0,0,0,0,0,6,2007,8,4,12.11121236
580,582,20,3,12704,1,3,3,0,4,0,16,2,2,0,2,8,5,2008,2009,3,0,12,13,1,306,0,4,2,0,3,3,5,0,5,0,2042,2042,1,0,1,4,0,0,2042,0,0,2,1,3,1,0,6,1,1,1,3,4,4,2,0,90,0,0,0,0,0,8,2009,6,5,12.4423022
581,583,90,3,11841,0,3,3,0,4,0,7,2,2,2,6,6,5,1990,1990,1,0,6,6,1,104,3,2,1,2,3,0,2,816,5,0,0,816,1,4,1,4,0,0,816,1,0,1,0,3,1,3,6,0,1,2,0,4,4,2,0,32,0,0,0,0,0,5,2007,8,4,11.68266824
582,584,75,4,13500,1,3,3,0,4,0,17,0,3,0,4,10,9,1893,2000,1,0,13,14,2,0,0,0,0,3,3,3,5,0,5,0,1237,1237,1,2,1,4,1254,0,2775,0,0,3,1,3,1,2,6,1,5,2,2,2,4,2,105,502,0,0,0,0,0,7,2008,8,4,12.69158046
583,585,50,4,6120,1,3,3,0,4,0,3,2,2,0,0,4,7,1935,1995,1,0,0,0,2,0,3,4,0,3,3,3,5,0,5,0,884,884,1,0,1,4,584,0,1573,0,0,1,0,3,1,2,6,0,5,2,1,4,4,2,0,0,54,0,120,0,0,7,2009,8,4,11.79810441
584,586,20,3,11443,1,3,3,0,4,0,23,2,2,0,2,8,5,2005,2006,3,0,12,13,1,208,2,4,2,0,3,1,2,1460,5,0,408,1868,1,0,1,4,0,0,2028,1,0,2,0,2,1,2,6,2,1,1,3,4,4,2,326,66,0,0,0,0,0,3,2006,6,5,12.82098798
585,587,30,3,10267,1,3,3,0,4,0,3,6,2,0,2,6,7,1918,2000,1,0,11,15,2,0,3,2,0,3,1,2,4,210,0,606,0,816,1,0,1,4,0,0,838,1,0,1,0,2,1,1,6,0,5,0,1,4,4,0,0,0,112,0,0,0,0,5,2008,8,4,11.77528973
586,588,85,3,8740,1,0,3,0,4,0,19,2,2,0,6,5,6,1982,1982,3,0,6,6,2,0,3,4,1,3,3,0,0,672,5,0,168,840,1,4,1,4,0,0,860,1,0,1,0,2,1,3,6,0,5,2,2,4,4,2,0,0,0,0,0,0,0,7,2009,8,4,11.8277362
587,589,20,3,25095,1,0,2,0,4,2,4,2,2,0,2,5,8,1968,2003,0,4,13,14,2,0,3,4,1,3,3,1,2,1324,5,0,113,1437,1,0,1,4,0,0,1473,2,0,1,0,1,1,0,6,2,1,2,1,4,4,2,0,48,0,0,60,0,0,6,2009,8,5,11.87059991
588,590,40,4,9100,1,3,3,0,4,0,3,6,1,0,2,5,6,1930,1960,1,0,12,13,2,0,3,4,0,3,3,3,5,0,5,0,742,742,1,4,1,0,0,156,935,0,0,1,0,2,1,3,6,0,5,2,1,4,4,1,0,0,0,0,0,0,600,8,2008,8,4,11.2835123
589,591,60,3,8320,1,3,3,0,4,0,5,2,2,0,5,7,5,2004,2004,1,0,12,13,2,0,2,4,2,2,3,3,2,490,5,0,280,770,1,0,1,4,812,0,1582,0,0,2,1,3,1,2,6,0,1,1,2,4,4,2,0,45,0,0,0,0,0,9,2008,8,4,12.13296417
590,592,60,3,13478,1,0,3,0,0,0,16,2,2,0,5,10,5,2008,2008,1,0,5,5,3,420,0,4,2,0,3,1,2,1338,5,0,384,1722,1,0,1,4,568,0,2296,1,0,2,1,3,1,0,6,1,3,1,3,4,4,2,382,274,0,0,0,0,0,6,2009,4,4,13.02132683
591,593,20,3,6600,1,3,3,0,4,0,11,2,2,0,2,5,8,1982,2003,1,0,6,6,2,0,3,2,2,3,1,3,2,816,5,0,0,816,1,0,1,4,0,0,816,1,0,1,0,2,1,3,6,0,5,0,2,4,4,2,0,0,0,0,0,0,0,6,2008,8,4,11.83500896
592,594,120,4,4435,1,3,3,0,4,0,5,2,2,4,2,6,5,2003,2003,1,0,12,13,1,170,2,4,2,2,3,0,2,685,5,0,163,848,1,0,1,4,0,0,848,1,0,1,0,1,1,2,6,0,1,0,2,4,4,2,140,0,0,0,0,0,0,5,2009,8,4,11.8493977
593,595,20,3,7990,1,0,3,0,4,0,5,2,2,0,2,5,6,1975,1975,3,0,6,6,2,0,3,4,1,2,3,3,5,0,5,0,924,924,1,4,1,4,0,0,924,0,0,1,0,3,1,3,6,0,5,2,1,4,4,2,0,0,0,0,0,0,0,4,2008,8,4,11.60823564
594,596,20,3,11302,1,0,3,0,4,0,22,2,2,0,2,8,5,2005,2006,1,0,12,9,1,238,2,4,2,2,3,1,2,1422,5,0,392,1814,1,0,1,4,0,0,1826,1,0,2,0,3,1,2,6,1,1,0,3,4,4,2,180,75,0,0,120,0,0,8,2006,6,5,12.67294638
595,597,70,4,3600,1,3,3,0,4,0,17,2,2,0,5,6,7,1910,1993,1,0,12,13,2,0,3,4,1,3,3,3,5,0,5,0,684,684,1,0,0,0,684,0,1368,0,0,1,0,3,1,3,6,0,5,2,1,4,1,0,0,158,0,0,0,0,0,10,2006,8,4,11.64836504
596,598,120,3,3922,1,3,3,0,4,0,0,2,2,4,2,7,5,2006,2007,1,0,12,13,1,72,2,4,2,0,3,0,5,0,5,0,1258,1258,1,0,1,4,0,0,1402,0,2,0,2,2,1,2,6,1,1,0,3,4,4,2,120,16,0,0,0,0,0,2,2007,6,5,12.17664898
597,599,20,3,12984,1,3,0,0,4,0,6,2,2,0,2,5,6,1977,1977,1,0,9,10,1,459,3,4,1,2,3,2,0,1283,3,147,0,1430,1,0,1,4,0,0,1647,1,0,2,0,3,1,2,6,1,1,0,2,4,4,2,0,0,0,0,0,0,0,3,2006,8,4,12.28995413
598,600,160,4,1950,1,3,3,0,4,0,1,2,2,3,5,6,6,1980,1980,1,0,8,8,2,0,3,2,1,2,3,3,3,81,2,612,23,716,1,4,1,4,840,0,1556,1,0,2,1,3,1,3,6,1,1,0,2,4,4,2,161,0,0,0,0,0,0,7,2008,0,4,11.92503512
599,601,60,3,10927,1,3,3,0,4,0,16,2,2,0,5,8,5,2005,2005,1,0,12,13,1,280,2,4,2,2,3,0,2,546,5,0,512,1058,1,0,1,4,846,0,1904,1,0,2,1,3,1,0,6,1,3,0,2,4,4,2,179,60,0,0,0,0,0,6,2006,8,4,12.52452638
600,602,50,4,9000,1,3,0,0,4,0,9,2,2,0,0,6,6,1937,1950,1,0,13,14,2,0,3,2,2,3,3,3,5,0,5,0,780,780,1,4,1,4,595,0,1375,0,0,1,1,3,1,2,6,1,5,2,1,4,4,1,0,162,0,0,126,0,0,12,2007,8,4,11.85651517
601,603,60,3,10041,1,0,3,0,4,0,20,2,2,0,5,8,5,1992,1992,1,0,6,6,2,0,2,4,2,2,3,2,2,789,5,0,119,908,1,0,1,4,988,0,1915,1,0,2,1,3,1,2,6,1,1,0,2,4,4,2,120,150,0,0,0,0,0,2,2006,8,0,12.30138283
602,604,160,1,3182,1,3,3,0,4,0,21,2,2,4,5,7,5,2004,2005,1,0,8,8,2,0,2,4,2,2,3,3,5,0,5,0,600,600,1,0,1,4,600,0,1200,0,0,2,1,2,1,2,6,0,5,1,2,4,4,2,0,172,0,0,0,0,0,6,2010,8,4,11.92503512
603,605,20,3,12803,1,0,3,0,4,0,5,2,2,0,2,7,5,2002,2002,1,0,12,13,1,99,2,4,2,2,3,2,2,922,5,0,572,1494,1,0,1,4,0,0,1494,1,0,2,0,3,1,2,6,1,1,1,2,4,4,2,192,36,0,0,0,0,0,9,2008,8,4,12.30591798
604,606,60,3,13600,1,3,3,0,4,0,12,2,2,0,5,7,6,1965,1990,1,0,6,6,1,176,3,4,1,3,3,3,1,454,5,0,314,768,1,4,1,4,800,0,1986,0,0,2,1,3,1,3,6,3,1,2,2,4,4,2,0,42,0,0,189,0,0,10,2009,8,4,12.23076526
605,607,20,3,12464,1,1,2,0,0,1,5,2,2,0,2,5,5,1996,1996,1,0,12,13,2,0,3,2,2,2,3,3,2,732,5,0,308,1040,1,2,1,4,0,0,1040,1,0,1,0,3,1,2,6,0,5,2,2,4,4,2,168,0,0,0,0,0,0,11,2009,8,4,11.9316358
606,608,20,3,7800,1,3,0,0,4,1,7,2,2,0,5,5,8,1948,2002,1,0,8,8,2,0,3,2,1,3,1,3,2,603,5,0,293,896,1,0,1,4,896,0,2008,1,0,3,0,3,1,0,6,0,1,2,1,4,4,2,103,0,0,0,0,0,0,8,2006,8,4,12.32385568
607,609,70,3,12168,1,3,1,0,4,1,6,2,2,0,5,8,6,1934,1998,1,0,3,14,2,0,3,4,2,2,3,2,1,428,5,0,537,965,1,4,1,4,1254,0,3194,0,0,2,1,4,1,3,6,2,2,2,2,4,4,2,0,0,0,0,0,0,0,9,2007,8,2,12.79135618
608,610,20,3,7943,1,3,3,0,4,0,19,1,2,0,2,4,5,1961,1961,1,0,12,13,0,192,3,1,1,3,3,2,4,903,5,0,126,1029,1,2,1,4,0,0,1029,1,0,1,0,3,1,3,6,0,1,2,1,4,4,2,64,0,39,0,0,0,0,4,2007,8,4,11.68266824
609,611,60,3,11050,1,3,3,0,4,0,5,4,2,0,5,9,5,2000,2000,3,0,12,13,1,204,2,4,2,0,3,2,2,904,5,0,536,1440,1,0,1,4,677,0,2153,1,0,2,1,3,1,0,6,2,1,0,3,4,4,2,253,142,0,0,0,0,0,5,2009,8,4,12.65395847
610,612,80,3,10395,1,0,3,0,2,0,14,2,2,0,7,6,6,1978,1978,1,0,6,6,1,233,3,4,1,2,3,0,0,605,5,0,427,1032,1,4,1,4,0,0,1032,0,1,2,0,3,1,3,6,1,1,2,2,4,4,2,0,0,0,0,0,0,500,7,2007,8,4,11.90496755
611,613,60,3,11885,1,3,3,0,4,0,5,2,2,0,5,8,5,2001,2001,1,0,12,13,1,108,2,4,2,2,3,0,2,990,5,0,309,1299,1,0,1,4,573,0,1872,1,0,2,1,3,1,0,6,1,3,1,2,4,4,2,160,122,0,0,0,0,0,11,2009,8,4,12.47418956
612,614,20,3,8402,1,3,3,0,4,0,11,1,2,0,2,5,5,2007,2007,1,0,12,13,2,0,3,4,2,2,3,3,0,206,5,0,914,1120,1,0,1,4,0,0,1120,0,0,1,0,3,1,3,6,0,1,2,0,4,4,2,0,30,0,0,0,0,0,12,2007,6,5,11.89818787
613,615,180,4,1491,1,3,3,0,4,0,10,2,2,4,6,4,6,1972,1972,1,0,5,5,2,0,3,4,1,2,3,0,3,150,2,480,0,630,1,0,1,4,0,0,630,1,0,1,0,1,1,3,6,0,1,2,0,4,4,2,96,24,0,0,0,0,0,5,2010,8,4,11.23188794
614,616,85,3,8800,1,3,3,0,4,0,12,1,2,0,6,6,7,1963,1963,1,0,8,8,1,156,3,2,2,3,3,1,2,763,5,0,173,936,1,0,1,4,0,0,1054,1,0,1,0,3,1,2,6,0,1,1,2,4,4,2,120,0,0,0,0,0,0,5,2010,8,0,11.8313792
615,617,60,3,7861,1,0,3,0,4,0,8,2,2,0,5,6,5,2002,2003,1,0,12,13,2,0,2,4,2,2,3,3,2,457,5,0,326,783,1,0,1,4,702,0,1509,1,0,2,1,3,1,2,6,1,1,0,2,4,4,2,100,75,0,0,0,0,0,6,2006,8,4,12.11833373
616,618,45,3,7227,1,3,1,0,0,1,12,0,2,0,1,6,6,1954,1954,1,0,8,8,2,0,3,4,1,3,3,3,5,0,5,0,832,832,1,2,1,4,0,0,832,0,0,1,0,2,1,2,6,0,5,2,2,4,4,2,0,0,0,0,0,0,0,6,2008,8,4,11.56646623
617,619,20,3,11694,1,3,3,0,4,0,16,2,2,0,2,9,5,2007,2007,3,0,5,5,1,452,0,4,2,0,3,0,2,48,5,0,1774,1822,1,0,1,4,0,0,1828,0,0,2,0,3,1,2,6,1,1,2,3,4,4,2,0,108,0,0,260,0,0,7,2007,6,5,12.65973409
618,620,60,3,12244,1,3,3,0,4,0,23,2,2,0,5,8,5,2003,2003,3,0,12,13,3,226,2,4,2,2,3,1,2,871,5,0,611,1482,1,0,1,4,780,0,2262,1,0,2,1,4,1,2,6,2,1,0,3,4,4,2,168,0,0,0,0,0,0,8,2008,8,4,12.62806706
619,621,30,3,8248,1,3,3,0,4,0,7,2,2,0,2,3,3,1914,1950,1,0,11,12,2,0,3,4,0,3,3,3,1,41,5,0,823,864,1,4,0,1,0,0,864,1,0,1,0,2,1,3,6,0,1,2,0,4,4,0,0,0,100,0,0,0,0,9,2008,8,4,11.1124479
620,622,60,3,10800,1,3,3,0,4,0,14,2,2,0,5,6,7,1974,1997,1,0,6,6,2,0,3,4,1,3,3,3,0,956,4,182,384,1522,1,4,1,4,1066,0,2614,0,0,2,1,4,1,3,6,1,1,1,2,4,4,2,38,243,0,0,0,0,0,6,2008,8,4,12.3883942
621,623,20,3,7064,1,3,3,0,4,0,19,2,2,0,2,5,6,1977,1977,1,0,9,10,1,153,3,4,1,3,3,3,1,560,5,0,420,980,1,4,1,4,0,0,980,0,0,1,0,3,1,3,6,0,5,2,2,4,4,2,192,0,0,0,0,0,0,7,2009,8,4,11.81303006
622,624,160,1,2117,1,3,3,0,4,0,21,2,2,4,5,6,5,2000,2000,1,0,8,8,1,513,2,4,2,2,3,3,2,420,5,0,336,756,1,0,1,4,756,0,1512,0,0,2,1,2,1,2,6,1,5,2,2,4,4,2,0,32,0,0,0,0,0,6,2007,8,4,12.03469103
623,625,60,3,10400,1,3,3,0,4,0,14,2,2,0,5,6,5,1972,1972,1,0,12,13,2,288,3,4,1,3,3,3,4,247,5,0,485,732,1,2,1,4,778,0,1790,1,0,1,2,4,1,3,3,1,1,1,2,4,4,2,148,0,0,0,147,0,0,11,2006,8,4,12.01460943
624,626,20,3,10000,1,0,3,0,0,0,12,2,2,0,2,6,6,1962,1962,3,0,13,14,1,261,3,4,1,3,3,3,5,0,5,0,1116,1116,1,4,1,4,0,0,1116,0,0,1,1,3,1,3,6,0,1,2,2,4,4,2,0,0,0,0,385,0,0,2,2010,8,4,11.98292909
625,627,20,3,12342,1,0,3,0,4,0,12,2,2,0,2,5,5,1960,1978,3,0,13,14,2,0,3,4,1,3,3,3,5,0,5,0,978,978,1,4,1,4,0,0,1422,0,0,1,0,3,1,3,2,1,1,1,1,4,4,2,0,0,36,0,0,0,600,8,2007,8,4,11.84868316
626,628,80,3,9600,1,3,3,0,4,0,12,2,2,0,7,6,6,1955,1972,1,0,0,0,1,164,3,4,1,3,3,0,1,674,3,132,350,1156,1,0,1,4,0,0,1520,1,0,1,0,3,1,3,6,2,2,1,1,4,4,2,0,0,189,0,0,0,0,3,2010,8,4,11.9381932
627,629,60,3,11606,1,0,1,0,4,2,12,2,2,0,5,5,5,1969,1969,1,0,9,10,1,192,3,4,2,2,3,0,4,650,5,0,390,1040,1,4,1,4,1040,0,2080,0,1,1,2,5,1,1,6,2,1,2,2,4,4,2,335,0,0,0,0,0,0,9,2007,8,3,11.81303006
628,630,80,3,9020,1,3,3,0,0,0,12,1,2,0,7,6,5,1964,1964,1,6,9,14,1,259,3,4,1,3,3,1,2,624,4,336,288,1248,1,4,1,4,0,0,1350,1,0,1,1,3,1,3,6,0,1,1,2,4,4,2,176,0,0,0,0,0,0,6,2008,8,4,12.03469103
629,631,70,4,9000,1,3,3,0,0,0,17,0,2,0,5,5,6,1880,1991,1,0,12,13,2,0,3,4,0,1,0,3,5,0,5,0,636,636,1,4,1,0,661,0,1750,0,0,1,0,3,1,0,6,0,5,2,1,1,3,0,0,0,293,0,0,0,0,6,2006,8,0,11.72803684
630,632,120,3,4590,1,3,3,0,4,0,16,2,2,3,2,8,5,2006,2006,1,0,12,13,3,108,2,4,2,2,1,2,2,24,5,0,1530,1554,1,0,1,4,0,0,1554,0,0,2,0,2,1,2,6,1,1,1,2,4,4,2,156,73,0,0,0,0,0,8,2007,8,4,12.25247902
631,633,20,3,11900,1,3,3,0,4,0,14,2,2,0,2,7,5,1977,1977,3,0,9,10,1,209,3,2,1,3,3,3,0,822,5,0,564,1386,1,4,1,4,0,0,1411,0,0,2,0,3,1,3,6,1,1,0,2,4,4,2,192,0,0,0,0,0,0,4,2009,8,3,11.32055357
632,634,20,3,9250,1,3,3,0,0,0,12,2,2,0,2,5,7,1954,2005,1,0,13,14,2,0,3,4,1,3,3,3,1,480,3,468,108,1056,1,4,1,4,0,0,1056,0,1,1,0,3,1,3,6,0,1,2,1,4,4,2,390,0,0,0,0,0,0,7,2007,8,4,11.84510278
633,635,90,3,6979,1,3,3,0,4,0,17,2,2,2,6,6,5,1980,1980,1,0,9,10,2,0,3,4,1,3,3,3,2,1056,5,0,0,1056,1,2,1,4,0,0,1056,2,0,0,0,0,2,3,6,0,5,2,2,4,4,2,264,56,0,0,0,0,600,6,2010,8,4,11.87756858
634,636,190,2,10896,1,3,0,0,4,0,18,1,2,1,3,6,7,1914,1995,3,0,12,13,2,0,1,4,1,3,0,3,3,256,5,0,1184,1440,1,0,1,0,1440,515,3395,0,0,2,0,8,2,1,6,0,1,2,0,4,4,0,0,110,0,0,0,0,0,3,2007,8,0,12.20607265
635,637,30,4,6120,1,3,3,0,4,0,3,2,2,0,2,2,3,1936,1950,1,0,0,0,2,0,1,1,0,3,0,3,5,0,5,0,264,264,3,1,0,0,0,0,800,0,0,1,0,1,1,1,0,1,1,2,0,4,4,0,0,0,0,0,0,0,0,1,2009,5,4,11.00209984
636,638,190,4,6000,1,3,3,0,4,0,17,2,2,1,0,5,4,1954,1954,1,0,13,14,2,0,3,4,1,3,3,3,5,0,5,0,811,811,1,4,1,0,576,0,1387,0,0,2,0,3,2,2,6,0,3,2,1,4,4,2,0,0,0,0,0,0,0,11,2009,8,4,11.44035477
637,639,30,3,8777,1,3,3,0,4,0,7,1,2,0,2,5,7,1910,1950,1,0,8,14,2,0,3,4,1,1,3,3,5,0,5,0,796,796,1,2,1,0,0,0,796,0,0,1,0,2,1,3,6,0,1,2,0,4,4,1,328,0,164,0,0,0,0,5,2008,8,4,11.35040654
638,640,120,3,3982,1,3,3,0,4,0,0,2,2,4,2,8,5,2006,2006,3,0,12,13,2,0,2,4,2,2,1,0,2,1154,5,0,366,1520,1,0,1,4,0,0,1567,1,0,2,0,1,1,0,6,1,1,0,3,4,4,2,312,0,0,0,0,0,0,10,2006,6,5,12.48582713
639,641,120,3,12677,1,0,3,0,4,0,16,2,2,4,2,8,5,2003,2004,3,0,8,8,1,472,0,4,2,0,3,1,2,1218,5,0,300,1518,1,0,1,4,0,0,1518,0,0,1,1,1,1,0,6,1,1,1,2,4,4,2,185,140,0,0,0,0,0,4,2008,8,4,12.52088339
640,642,60,1,7050,1,3,3,0,4,0,21,2,2,0,5,7,5,2001,2001,1,0,12,13,2,0,2,4,2,2,3,3,2,738,5,0,319,1057,1,0,1,4,872,0,1929,1,0,2,1,3,1,2,6,1,1,0,2,4,4,2,0,235,0,0,0,0,0,5,2007,8,4,12.32829028
641,643,80,3,13860,1,3,3,0,4,0,12,2,2,0,7,8,7,1972,1995,1,0,9,14,2,0,2,4,1,2,3,1,2,1410,5,0,542,1952,1,2,1,4,704,0,2704,1,0,2,1,4,1,0,6,3,1,0,2,4,4,2,269,111,0,0,0,0,0,7,2009,8,4,12.7512997
642,644,60,3,10793,1,3,3,0,4,0,14,6,2,0,5,5,5,1969,1969,4,0,14,6,1,263,3,4,1,3,3,3,4,493,1,287,0,780,1,0,1,4,840,0,1620,0,0,2,1,4,1,3,2,0,1,0,2,4,4,2,208,0,0,0,0,0,0,4,2007,8,4,11.9316358
643,645,20,1,9187,1,3,3,0,4,0,21,2,2,0,2,9,5,2009,2009,1,0,5,5,3,162,0,4,2,0,3,2,2,1121,5,0,645,1766,1,0,1,4,0,0,1766,1,0,2,1,2,1,0,6,1,1,0,3,4,4,2,195,130,0,0,0,0,0,10,2009,6,5,12.82362845
644,646,20,3,10530,1,0,3,0,0,0,12,2,2,0,2,6,5,1971,1971,3,0,9,10,2,0,3,4,1,3,3,3,0,282,3,35,664,981,1,4,1,4,0,0,981,1,0,1,1,3,1,3,6,0,5,2,2,4,4,2,0,312,40,0,0,0,0,3,2007,8,4,11.87234663
645,647,20,3,7200,1,3,3,0,4,0,12,2,2,0,2,5,5,1950,1950,3,0,8,8,2,0,3,4,1,3,3,3,5,0,5,0,0,0,1,2,1,4,0,0,1048,0,0,1,0,3,1,3,2,0,5,2,2,4,4,2,0,27,0,0,0,0,0,7,2008,8,4,11.49577931
646,648,20,3,10452,1,0,3,0,4,0,7,2,2,0,2,6,5,1953,1953,3,0,13,14,3,216,3,4,1,3,3,2,4,500,5,0,594,1094,1,0,1,4,0,0,1094,0,0,1,0,3,1,3,6,2,1,1,2,4,4,2,0,0,0,0,287,0,0,6,2008,8,4,11.9511804
647,649,60,3,7700,1,3,3,0,4,0,12,4,2,0,5,6,5,1966,1966,1,0,8,8,1,351,3,4,1,3,3,3,5,0,5,0,756,756,1,4,1,4,788,0,1839,0,0,1,1,4,1,3,6,1,1,2,2,4,4,2,0,124,216,0,0,0,0,6,2010,8,4,11.9511804
648,650,180,4,1936,1,3,3,0,4,0,10,2,2,3,6,4,6,1970,1970,1,0,5,5,2,0,3,4,1,2,3,0,1,131,2,499,0,630,1,2,1,4,0,0,630,1,0,1,0,1,1,3,6,0,1,2,0,4,4,2,0,0,0,0,0,0,0,12,2007,8,4,11.34450681
649,651,60,1,8125,1,3,3,0,4,0,21,2,2,0,5,7,6,2007,2007,1,0,5,5,2,103.6852617,2,4,2,2,3,3,5,0,5,0,813,813,1,0,1,4,843,0,1665,0,0,2,1,3,1,2,6,0,1,1,2,4,4,2,0,0,0,0,0,0,0,5,2008,8,4,12.2353887
650,652,70,3,9084,1,3,3,0,4,0,7,0,2,0,5,4,5,1940,1950,1,0,8,8,2,0,3,4,1,3,3,2,5,0,5,0,755,755,1,4,1,4,755,0,1510,1,0,1,0,4,1,3,6,1,5,2,1,1,3,1,120,0,0,0,0,0,0,10,2009,8,4,11.58988651
651,653,60,3,8750,1,3,3,0,4,0,5,2,2,0,5,7,5,1996,1996,1,0,12,13,2,0,2,4,2,2,3,3,5,0,5,0,880,880,1,0,1,4,807,0,1716,0,0,2,1,2,1,2,6,1,1,1,2,4,4,2,0,120,0,0,0,0,0,7,2009,8,4,12.16002871
652,654,50,4,10320,1,3,3,0,4,0,9,2,2,0,0,6,7,1906,1995,1,0,8,8,2,0,3,4,1,3,3,3,5,0,5,0,756,756,1,0,1,4,713,0,1469,0,0,1,0,3,1,3,6,0,5,2,1,4,4,2,57,0,239,0,0,0,0,6,2008,8,4,11.81303006
653,655,20,3,10437,1,0,3,0,4,0,15,2,2,0,2,8,6,1995,1995,3,0,8,8,1,660,2,2,2,2,3,1,2,1696,5,0,413,2109,1,0,1,4,0,0,2113,1,0,2,1,2,1,2,6,1,1,0,3,4,4,2,236,46,0,0,0,0,0,8,2008,8,4,12.76568843
654,656,160,4,1680,1,3,3,0,4,0,2,2,2,3,5,6,5,1971,1971,1,0,6,7,1,381,3,4,1,3,3,3,5,0,5,0,525,525,1,4,1,4,567,0,1092,0,0,1,1,3,1,3,6,0,5,2,1,4,4,2,0,0,0,0,0,0,0,3,2010,8,3,11.38509209
655,657,20,3,10007,1,0,3,0,4,0,12,2,2,0,2,5,7,1959,2006,1,0,6,6,1,54,2,4,1,3,3,3,0,806,5,0,247,1053,1,0,1,4,0,0,1053,1,0,1,1,3,1,2,6,0,1,1,1,4,4,2,0,0,0,0,0,0,0,8,2008,8,4,11.88793137
